Mv,s,c,T,f,Ssw,s_real,s_imag,HQR_real,HQR_imag,WYR_real,WYR_imag,MAB_real,MAB_imag,angle,rms,cl,HH1,HH2,HH3,VV1,VV2,VV3,HV1,HV2,HV3,VH1,VH2,VH3
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,40,4.1,4.5,-11.1362542807247,-23.05675565701,-12.5208461191286,-11.1340980016432,-23.045506746099,-12.5181662215965,-108.612549390531,-120.528502696457,-109.996879383172,-108.612549390988,-120.528502698837,-109.996879383739
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,40,4.1,5,-10.4472588445181,-22.1794173073898,-11.761983471202,-10.4454308364974,-22.1692743300232,-11.7596222207467,-107.923718108709,-119.651717654055,-109.238176081926,-107.923718109095,-119.651717656201,-109.238176082426
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,40,4.6,1,-24.2917094041885,-38.0260079820433,NaN,-24.2913573925817,-38.0243476955476,NaN,-121.768906712921,-135.502551115322,NaN,-121.768906712996,-135.502551115673,NaN
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,40,4.6,1.5,-20.8169787622958,-34.5104891663203,NaN,-20.8166406138888,-34.5088996645119,NaN,-118.294183002768,-131.987067695259,NaN,-118.294183002839,-131.987067695595,NaN
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,40,4.6,2,-18.3841174878014,-32.0205416518066,NaN,-18.3837975799244,-32.0190348536618,NaN,-115.861330848713,-129.497161536269,NaN,-115.861330848781,-129.497161536588,NaN
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,40,4.6,2.5,-16.5306306266026,-30.0936801736787,NaN,-16.5303323733441,-30.0922626108143,NaN,-114.007854815018,-127.570344679545,NaN,-114.007854815081,-127.570344679845,NaN
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,40,4.6,3,-15.050494587517,-28.5238918368287,NaN,-15.0502203774649,-28.5225659174182,NaN,-112.527730797736,-126.000602168049,NaN,-112.527730797794,-126.000602168329,NaN
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,40,4.6,3.5,-13.8337932297564,-27.2012723886787,NaN,-13.8335444447028,-27.2000375261079,NaN,-111.311042152669,-124.678028251682,NaN,-111.311042152722,-124.678028251944,NaN
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,40,4.6,4,-12.8148989120727,-26.0602074961097,NaN,-12.8146760093577,-26.0590610320322,NaN,-110.292160776333,-123.537007561398,NaN,-110.29216077638,-123.53700756164,NaN
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,40,4.6,4.5,-11.9514625319255,-25.05836300225,NaN,-11.9512651713227,-25.0573009255061,NaN,-109.428737167399,-122.535205263895,NaN,-109.428737167441,-122.535205264119,NaN
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,40,4.6,5,-11.2145502103082,-24.1668217999635,NaN,-11.2143774057859,-24.1658392873197,NaN,-108.691837123955,-121.643703846007,NaN,-108.691837123992,-121.643703846215,NaN
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,0.1,1,-38.3375026780863,-40.3124635931378,-39.2973995117733,-20.7932069953717,-22.7642760802151,-21.7495302326399,-124.077049729039,-126.049107879907,-125.034318210015,-124.077050022246,-126.049108173107,-125.034318503215
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,0.1,1.5,-37.5290242003093,-40.7378320875129,-38.8452649402435,-19.9710863250551,-23.1703489654398,-21.2808546071476,-123.2586404283,-126.460431705627,-124.570149134193,-123.258640721483,-126.460431998793,-124.570149427364
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,0.1,2,-38.8281731919524,-41.4459656564351,-39.4158906263137,-21.2452030682991,-23.8652847842123,-21.8349330326631,-124.540044944953,-127.159283226347,-125.129073969678,-124.540045237954,-127.15928351941,-125.129074262731
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,0.1,2.5,-41.6941412891851,-42.14336187148,-40.5278291245963,-24.1482896036782,-24.5605180803899,-22.9524481252416,-127.447869941379,-127.856484500552,-126.249143314557,-127.447870232192,-127.856484793358,-126.249143606971
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,0.1,3,-45.8907925559193,-42.7750994432183,-41.982868488982,-28.4348904991489,-25.1976945239863,-24.4233419289066,-131.74364370762,-128.49419816455,-127.721603763237,-131.743643993386,-128.494198457076,-127.721604054819
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,0.1,3.5,-51.1734391656334,-43.3452705004068,-43.6805201358051,-33.9048370040063,-25.7717013445407,-26.1378082939997,-137.234579794672,-129.068587003763,-129.437756812969,-137.234580068626,-129.068587296094,-129.437757103666
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,0.1,4,-57.2015203214422,-43.8595068044318,-45.5553407834388,-40.2484567048644,-26.2887024689094,-28.0303201373652,-143.62261875296,-129.585865226355,-131.332071355892,-143.622618999675,-129.585865518546,-131.332071645657
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,0.1,4.5,-63.608773610264,-44.3253959740693,-47.5651489602958,-46.8701022890761,-26.7566316044164,-30.0586235822165,-150.3101596991,-130.053999798256,-133.36229042576,-150.310159893457,-130.054000090343,-133.36229071455
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,0.1,5,-70.151702506515,-44.7500099210622,-49.6811669283644,-53.0402973107214,-27.1827846042628,-32.1938772482451,-156.526048971905,-130.480308364892,-135.499570245362,-156.526049102416,-130.480308656902,-135.499570533136
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,0.6,1,-19.3124269412791,-21.2430169659286,-20.2227900014868,-8.47611242631002,-10.3938681323973,-9.3457830684458,-110.587326788978,-112.499725423892,-111.466091549483,-110.587327084542,-112.499725719443,-111.466091844994
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,0.6,1.5,-18.295928671645,-21.3823868822547,-19.5213786318169,-7.23583985218817,-10.2266641133901,-8.37780768776223,-109.414340044376,-112.422519197188,-110.577970884636,-109.414340339645,-112.422519492344,-110.577971179799
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,0.6,2,-19.1908902208363,-21.8710593493778,-19.820640457639,-7.81562330619938,-10.5140592121793,-8.45179759661825,-110.09627111364,-112.776380076639,-110.727282454288,-110.096271404751,-112.77638036979,-110.727282746628
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,0.6,2.5,-20.4083853365649,-22.3750299710891,-20.3858583304281,-9.76765080084169,-11.0003388287243,-9.19879129613749,-111.934841025864,-113.289119805635,-111.466304049382,-111.934841269579,-113.289120092137,-111.466304324769
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,0.6,3,-22.0092052785507,-22.7118672926792,-21.1151285219078,-12.2712924160008,-11.4801804992778,-10.2594990143147,-114.283968295465,-113.755915031368,-112.486478576768,-114.283968476852,-113.755915308731,-112.486478830805
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,0.6,3.5,-24.0067441423159,-23.0712930763114,-22.1051451967209,-14.883821736462,-11.9354624335982,-11.5293585786764,-116.812616400898,-114.205650729149,-113.72944912106,-116.812616525844,-114.205651000044,-113.729449355126
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,0.6,4,-26.4358292364351,-23.4306777577174,-23.2921879710507,-17.4672548936941,-12.3618382889357,-12.9477356462402,-119.451238341305,-114.630439476293,-115.134997801605,-119.451238428191,-114.630439742486,-115.134998017164
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,0.6,4.5,-29.2814211765256,-23.7798339806876,-24.6340652236623,-20.0889096967509,-12.7595969683916,-14.4767764693647,-122.266344048123,-115.028643933795,-116.66524242219,-122.266344112758,-115.028644196486,-116.665242620706
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,0.6,5,-32.4355989988925,-24.1144461030724,-26.1008400249546,-22.8111691894892,-13.1306195716555,-16.0915010917143,-125.285369769478,-115.401103494428,-118.294875044494,-125.285369819703,-115.401103754449,-118.294875227383
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,1.1,1,-16.2056498304239,-18.240752631252,-17.0120761188456,-8.51088851690785,-10.6368492360773,-9.32867312817986,-109.732111812431,-111.821328418657,-110.544700035786,-109.732112110215,-111.821328716538,-110.544700333581
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,1.1,1.5,-14.3697821601248,-17.2814703833578,-15.3538242721645,-6.57887432300672,-9.55541389768732,-7.55895906806176,-107.834162850901,-110.781378053409,-108.814160299494,-107.834163148581,-110.781378351163,-108.814160597171
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,1.1,2,-13.9838865161903,-16.9486558587111,-14.7184073300307,-6.29524837423668,-9.14947740399829,-6.98809331514614,-107.531561709955,-110.403086844924,-108.233541729632,-107.531561997855,-110.403087141193,-108.233542020007
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,1.1,2.5,-13.2200714298012,-16.8959165779946,-14.2354564939066,-7.28396411997954,-9.356497345338,-7.26743581575994,-107.983503275865,-110.542144359446,-108.294742087557,-107.983503487868,-110.542144641447,-108.294742343389
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,1.1,3,-12.9439114242634,-16.611497064509,-13.8026151201659,-8.51557726755945,-9.59549803873401,-7.80633612834001,-108.694573398914,-110.629862430255,-108.531549493083,-108.694573540307,-110.629862688887,-108.531549705379
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,1.1,3.5,-13.4290855675731,-16.4520367610845,-13.7979760703985,-9.85231740165769,-9.84934213264829,-8.525966003507,-109.72226125195,-110.760671177833,-109.01505445793,-109.722261347644,-110.76067141751,-109.015054635262
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,1.1,4,-14.4738616852583,-16.4241211069278,-14.1141443262983,-11.3053759007821,-10.1085196500183,-9.38194878259931,-111.037831076977,-110.933799351703,-109.691641819456,-111.03783114438,-110.93379957755,-109.691641968586
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,1.1,4.5,-15.9092439775237,-16.4768400526685,-14.6791866175217,-12.8936686834873,-10.3673592807777,-10.3464190397208,-112.600084193631,-111.13123634639,-110.524953726298,-112.600084242206,-111.131236561853,-110.524953852533
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,1.1,5,-17.6316384170764,-16.5798323747878,-15.4425898430764,-14.6078525250273,-10.622431540408,-11.4003056768881,-114.366956188481,-111.341736251118,-111.4886979719,-114.366956223539,-111.341736458596,-111.488698079412
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,1.6,1,-17.885778085029,-21.0302591006409,-18.8418770897266,-10.7732342571985,-13.952501398904,-11.7352534371533,-111.798077518203,-114.964186523965,-112.757862148663,-111.798077816538,-114.964186822336,-112.757862447004
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,1.6,1.5,-15.2316123388161,-18.8908073002224,-16.2276786047904,-8.10940093948802,-11.8014081514933,-9.11023341830364,-109.137804728129,-112.817098868359,-110.136773534702,-109.137805026454,-112.817099166718,-110.136773833031
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,1.6,2,-13.828397154394,-17.6562534648079,-14.7220184881626,-7.34364373966789,-10.6036749996812,-8.13757859825013,-108.173352767328,-111.608546684548,-108.998604994897,-108.173353040333,-111.608546981047,-108.998605272065
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,1.6,2.5,-11.7944883998541,-16.8957187451275,-13.1547661796655,-7.34775852085935,-10.3905173587045,-7.78785984240718,-107.469302477542,-111.224050769066,-108.242393498942,-107.469302667075,-111.224051043843,-108.242393726919
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,1.6,3,-10.5613935001458,-15.9480685531345,-11.8182562492272,-7.61221358298276,-10.2584847811407,-7.71035756595548,-107.142985375617,-110.822240345491,-107.703629686715,-107.142985500284,-110.822240587398,-107.703629861703
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,1.6,3.5,-10.1195878042209,-15.0913161808083,-11.0574060342417,-8.07570566640484,-10.1927233150523,-7.83682435870197,-107.220030447142,-110.478368843443,-107.479696369888,-107.220030531172,-110.478369052589,-107.479696506191
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,1.6,4,-10.2056221289673,-14.5269976535755,-10.7041910448289,-8.72921875513096,-10.1788252431857,-8.12694800962615,-107.620665824178,-110.261359906789,-107.502679513396,-107.620665881946,-110.261360092534,-107.502679620942
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,1.6,4.5,-10.6682049619079,-14.1534129881413,-10.6552330804032,-9.56087619281639,-10.2046436143552,-8.55380579797291,-108.284445063452,-110.134867331211,-107.725141105321,-108.284445103462,-110.13486749965,-107.725141191127
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,1.6,5,-11.4217548108389,-13.9099528456256,-10.8424872751916,-10.5533452511367,-10.2605031543668,-9.09782369509719,-109.168173424272,-110.073908531736,-108.112479998904,-109.168173452051,-110.073908687011,-108.112480068031
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,2.1,1,-20.2289290235754,-25.482112294235,-21.4795301107585,-13.5081370042367,-18.4523468858311,-14.5173614931703,-114.40754963455,-119.447858886827,-115.492220910366,-114.407549920944,-119.447859185244,-115.492221206072
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,2.1,1.5,-17.1277307762939,-22.5053765398241,-18.3348469333992,-10.9701500194792,-15.475223228485,-12.08191250251,-111.68782155055,-116.470869194855,-112.83088681401,-111.68782181487,-116.470869493272,-112.830887082118
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,2.1,2,-14.2754185847497,-20.5886463065449,-15.7471740188993,-9.55942273180961,-14.0003035322118,-10.5618490307515,-109.774593798795,-114.857450783463,-110.946571817929,-109.774594004503,-114.85745106483,-110.946572043049
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,2.1,2.5,-11.8528288470822,-19.2542335256271,-13.3025503183708,-8.71978447010207,-13.2192653515498,-9.55015831245173,-108.319112960381,-113.896042716726,-109.398581743516,-108.319113098737,-113.896042976295,-109.398581908558
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,2.1,3,-10.3443452311274,-17.380620202691,-11.6597086423482,-8.23448078067629,-12.6074758521517,-8.8757589354332,-107.39882216548,-112.843342737467,-108.3299596422,-107.398822259041,-112.843342945674,-108.329959765372
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,2.1,3.5,-9.45969304216133,-15.9775384725801,-10.5538032177113,-8.01728651029962,-12.1278705380045,-8.450548342057,-106.881946216898,-112.014229439831,-107.611977566987,-106.881946280854,-112.014229609131,-107.611977660256
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,2.1,4,-9.01911211903036,-14.9721161005656,-9.83413825541693,-8.02436991247493,-11.7532558625134,-8.22231424221013,-106.680952629132,-111.387488226087,-107.164244942783,-106.680952673098,-111.387488368267,-107.16424501427
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,2.1,4.5,-8.91502620440373,-14.2299342610244,-9.40671596753146,-8.22543975960069,-11.462672413477,-8.15674505674891,-106.736947157146,-110.909629451818,-106.9326817328,-106.736947187423,-110.909629574351,-106.932681788157
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,2.1,5,-9.07848606237679,-13.6718931470432,-9.20893315190976,-8.59739345820622,-11.239722282284,-8.22949783756219,-107.008312170134,-110.544032821337,-106.878917056008,-107.008312191016,-110.54403292918,-106.878917099258
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,2.6,1,-20.6505300949792,-29.6140906403837,-22.5847381257148,-16.8824993330423,-22.5878948422162,-18.1968088042312,-116.736643571511,-123.582189049457,-118.289496819824,-116.736643737567,-123.582189347877,-118.289497012154
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,2.6,1.5,-16.6997794623659,-26.2730562720178,-18.3446486808589,-13.7957197771785,-20.011915586683,-15.1137761296792,-113.299771513955,-120.763176644351,-114.752691444224,-113.299771642735,-120.763176913082,-114.752691587186
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,2.6,2,-13.9508230243622,-23.9598896001231,-15.4830174941094,-11.8144605758196,-18.266052981645,-13.0627142436976,-110.989926980001,-118.827543925522,-112.361645975453,-110.989927075135,-118.827544171641,-112.36164608308
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,2.6,2.5,-11.991570407683,-21.0229806229784,-13.4263539467164,-10.4496141190749,-16.9340299467053,-11.5933191587344,-109.359208233036,-116.912961652095,-110.634364847108,-109.359208301861,-116.912961831812,-110.63436492884
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,2.6,3,-10.5963067571972,-18.9784005215989,-11.9063656556033,-9.49036798152924,-15.8755145286055,-10.50709221378,-108.198528954779,-115.461957842257,-109.351366665426,-108.198529004199,-115.461957979681,-109.351366727909
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,2.6,3.5,-9.62009639119127,-17.465488482213,-10.7738410469484,-8.83024104031639,-15.0153631486881,-9.69892400497617,-107.388972931607,-114.327119486325,-108.39254546693,-107.38897296692,-114.327119595267,-108.392545514968
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,2.6,4,-8.96858672806104,-16.3024193138394,-9.93639595691279,-8.40726513989459,-14.3069099728225,-9.10616776547716,-106.856171931759,-113.420270576532,-107.684145099937,-106.856171956857,-113.420270665454,-107.684145137054
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,2.6,4.5,-8.57842613607038,-15.3849100023975,-9.33251378633667,-8.18132606067092,-13.7183114777081,-8.68814935381699,-106.55038839401,-112.684478715529,-107.177136671442,-106.550388411762,-112.68447878989,-107.177136700253
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,2.6,5,-8.40464857362378,-14.6478029134983,-8.91902887879749,-8.12463827272538,-13.2264841231888,-8.41666358708141,-106.436299551994,-112.080878030847,-106.836994975394,-106.436299564505,-112.080878094316,-106.836994997856
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,3.1,1,-20.1185158273276,-31.9477416749848,-21.7837408369355,-19.1532192186605,-27.6222219671632,-20.6676527733659,-117.795223639384,-127.69134913867,-119.380543628665,-117.795223682548,-127.691349328387,-119.380543678554
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,3.1,1.5,-16.637255824608,-27.4698218263881,-18.2249958550681,-15.8307109781282,-24.4350597670403,-17.3133667609625,-114.39738217856,-123.993386652199,-115.929984981805,-114.397382214636,-123.993386786675,-115.929985022573
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,3.1,2,-14.2421724262183,-24.4512513361784,-15.7599357042658,-13.5946562887765,-22.209496619011,-15.0202225741835,-112.085137492872,-121.43103787082,-113.554963440248,-112.085137521842,-121.431037970611,-113.554963473338
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,3.1,2.5,-12.4838215010948,-22.2295876861061,-13.922178415229,-11.9769527284092,-20.5141780699942,-13.3255618203201,-110.399444943779,-119.502375584076,-111.79150379022,-110.399444966461,-119.502375660612,-111.791503816915
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,3.1,3,-11.158917211916,-20.5084583165685,-12.5019747791777,-10.7691871161396,-19.1591773460537,-12.02310682569,-109.134620474325,-117.980408584784,-110.431995561375,-109.134620491767,-117.980408645058,-110.431995582804
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,3.1,3.5,-10.1557537448845,-19.1294822615552,-11.385621814923,-9.86049803632903,-18.0435544333693,-11.0026812877147,-108.179625011867,-116.742318979197,-109.364795302669,-108.179625025082,-116.742319027741,-109.364795319806
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,3.1,4,-9.40556582942164,-17.9981877985089,-10.5037702526499,-9.18472106793335,-17.1067589314906,-10.1983575407045,-107.467194999875,-115.713800246452,-108.522475247136,-107.46719500976,-115.713800286319,-108.522475260805
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,3.1,4.5,-8.86248643329064,-17.0538120316904,-9.81054805414179,-8.69905978727498,-16.3092343196858,-9.5674088046153,-106.953142085283,-114.846303426207,-107.860881162366,-106.953142092597,-114.846303459515,-107.860881173249
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,3.1,5,-8.49399570755285,-16.2550351651372,-9.27377535637442,-8.3741228061659,-15.6234648427283,-9.08042734751248,-106.606605773656,-114.106266140838,-107.34931673502,-106.606605779022,-114.106266169096,-107.349316743674
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,3.6,1,-20.8710549895531,-32.0747135495236,-22.4994579981293,-20.6883630593604,-31.1963784436937,-22.2927527665499,-118.951981516639,-129.79720576769,-120.568243369041,-118.951981524816,-129.797205806972,-120.568243378293
0.05,0.3,0.1,10,5,0,3.8903,0.1416,3.8903,0,3.8903,0.1416,2.532,2.2155,45,3.6,1.5,-17.4477690264192,-28.4546873891152,-19.0400980120721,-17.2860177915897,-27.7521441555043,-18.8583268101728,-115.539269656057,-126.269070368792,-117.121489730315,-115.539269663297,-126.269070400221,-117.121489738451
